"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
2,NA,"1",7.04,NA,NA,NA,49.5616,"4",11,12
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,14
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,157
20,NA,"1",21.14,NA,NA,NA,446.8996,"2",5,287
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,126
5,NA,"1",2.34,NA,NA,NA,NA,"4",11,41
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,1
19,NA,"1",14.56,NA,NA,NA,211.9936,"4",12,460
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,13
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,148
19,NA,"3",17.38,NA,NA,NA,302.0644,"4",10,109
4,NA,"2",4.22,NA,NA,NA,17.8084,"1",2,2
11,NA,"1",7.98,NA,NA,NA,63.6804,"4",12,189
20,NA,"1",18.32,NA,NA,NA,335.6224,"3",9,417
13,NA,"2",10.8,NA,NA,NA,116.64,"4",12,547
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,131
4,NA,"1",22.08,NA,NA,NA,487.5264,"3",8,10
13,NA,NA,21.14,NA,NA,NA,446.8996,"4",10,375
6,NA,"1",6.1,NA,NA,NA,37.21,"1",2,47
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,62
10,NA,"2",6.1,NA,NA,NA,37.21,"1",2,85
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,101
12,NA,"1",22.08,NA,NA,NA,487.5264,"3",9,332
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,599
18,NA,"1",6.1,NA,NA,NA,37.21,"1",12,207
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,175
5,NA,"2",-0.48,NA,NA,NA,0.2304,"1",1,6
6,NA,"3",21.14,NA,NA,NA,446.8996,"3",9,56
18,NA,"1",10.8,NA,NA,NA,116.64,"1",2,377
12,NA,"1",27.72,NA,NA,NA,768.3984,"3",8,294
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,64
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,102
12,NA,"1",27.72,NA,NA,NA,768.3984,"3",6,322
23,NA,"2",29.6,NA,NA,NA,876.16,"3",8,132
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,33
5,NA,NA,12.68,NA,NA,NA,160.7824,"2",5,20
6,NA,"1",3.28,NA,NA,NA,10.7584,"4",12,112
0,NA,"1",27.72,NA,NA,NA,NA,"3",7,133
1,NA,"1",6.1,NA,NA,NA,37.21,"1",1,13
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,109
23,NA,"2",12.68,NA,NA,NA,160.7824,"2",3,105
8,NA,"1",5.16,NA,NA,NA,26.6256,"4",11,478
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,22
NA,NA,"2",24.9,NA,NA,NA,620.01,"3",9,38
3,NA,"1",2.34,NA,NA,NA,5.4756,"1",1,2
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,303
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,207
6,NA,"3",19.26,NA,NA,NA,370.9476,"2",6,112
5,NA,"2",19.26,NA,NA,NA,370.9476,"2",5,24
15,NA,"3",17.38,NA,NA,NA,302.0644,"4",10,45
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,98
3,NA,"1",2.34,NA,NA,NA,5.4756,"4",11,8
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,642
23,NA,"2",21.14,NA,NA,NA,446.8996,"3",7,166
4,NA,"1",12.68,NA,NA,NA,160.7824,"1",3,3
11,NA,"1",6.1,NA,NA,NA,37.21,"4",11,140
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,7
6,NA,"1",10.8,NA,NA,NA,116.64,"1",2,6
17,NA,"1",24.9,NA,NA,NA,620.01,"3",9,925
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,166
15,NA,"1",34.3,NA,NA,NA,1176.49,"3",6,284
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,98
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,17
16,NA,"1",20.2,NA,NA,NA,408.04,"4",10,499
6,NA,"1",14.56,NA,NA,NA,211.9936,"2",6,184
3,NA,"1",2.34,NA,NA,NA,5.4756,"1",12,4
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,280
20,NA,"1",26.78,NA,NA,NA,NA,"3",6,296
2,NA,"1",5.16,NA,NA,NA,NA,"1",1,51
10,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,363
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,21
10,NA,"2",27.72,NA,NA,NA,768.3984,"3",6,127
17,NA,"1",25.84,NA,NA,NA,667.7056,"2",5,873
18,NA,"2",20.2,NA,NA,NA,408.04,"1",3,712
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,16
3,NA,"1",14.56,NA,NA,NA,211.9936,"3",9,8
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,72
22,NA,"1",15.5,NA,NA,NA,240.25,"4",10,114
2,NA,"1",18.32,NA,NA,NA,335.6224,"3",8,6
10,NA,"1",15.5,NA,NA,NA,240.25,"4",10,212
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,148
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,22
1,NA,"1",2.34,NA,NA,NA,5.4756,"4",12,26
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,72
23,NA,"3",25.84,NA,NA,NA,667.7056,"3",7,92
6,NA,"1",3.28,NA,NA,NA,10.7584,"1",12,45
23,NA,"1",5.16,NA,NA,NA,26.6256,"1",2,36
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,308
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,531
16,NA,"1",17.38,NA,NA,NA,NA,"4",10,446
4,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,1
15,NA,"2",27.72,NA,NA,NA,768.3984,"2",4,145
18,NA,"1",20.2,NA,NA,NA,408.04,"4",10,359
15,NA,"1",25.84,NA,NA,NA,NA,"4",10,470
17,NA,"2",14.56,NA,NA,NA,211.9936,"4",10,494
23,NA,"2",14.56,NA,NA,NA,211.9936,"4",10,62
8,NA,"1",23.02,NA,NA,NA,529.9204,"3",6,617
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,5
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,232
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,219
11,NA,"2",31.48,NA,NA,NA,990.9904,"3",8,263
12,NA,"3",23.02,NA,NA,NA,529.9204,"2",6,95
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,182
8,NA,"1",1.4,NA,NA,NA,1.96,"1",2,59
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,9
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,858
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,11
NA,NA,"1",NA,NA,NA,NA,446.8996,"2",5,33
17,NA,"1",12.68,NA,NA,NA,160.7824,"4",11,256
9,NA,"1",3.28,NA,NA,NA,10.7584,"4",12,343
9,NA,NA,2.34,NA,NA,NA,5.4756,"1",2,90
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,6
7,NA,"2",16.44,NA,NA,NA,270.2736,"4",10,352
2,NA,"1",19.26,NA,NA,NA,370.9476,"3",9,93
18,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,371
15,NA,"2",13.62,NA,NA,NA,185.5044,"4",11,287
18,NA,"1",25.84,NA,NA,NA,667.7056,"2",4,383
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,5
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,224
5,NA,"1",3.28,NA,NA,NA,10.7584,"4",12,6
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,126
12,NA,"1",27.72,NA,NA,NA,768.3984,"3",9,435
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,9
0,NA,"1",4.22,NA,NA,NA,17.8084,"4",11,53
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,82
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,3
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,35
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,101
21,NA,"1",7.98,NA,NA,NA,63.6804,"4",12,198
16,NA,"2",23.02,NA,NA,NA,529.9204,"3",7,141
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,9
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,291
17,NA,"2",21.14,NA,NA,NA,446.8996,"2",4,560
4,NA,"1",23.02,NA,NA,NA,529.9204,"3",6,8
10,NA,"2",22.08,NA,NA,NA,487.5264,"2",5,127
9,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,297
14,NA,"1",30.54,NA,NA,NA,932.6916,"3",8,150
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,181
0,NA,"1",23.96,NA,NA,NA,574.0816,"3",8,56
7,NA,"1",20.2,NA,NA,NA,408.04,"2",6,250
9,NA,"3",10.8,NA,NA,NA,116.64,"1",3,24
14,NA,"1",2.34,NA,NA,NA,5.4756,"1",1,64
22,NA,"2",21.14,NA,NA,NA,446.8996,"3",9,187
7,NA,"1",23.96,NA,NA,NA,574.0816,"3",9,43
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,42
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,13
23,NA,"3",10.8,NA,NA,NA,116.64,"4",11,33
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,9
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,17
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,74
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,221
11,NA,NA,27.72,NA,NA,NA,768.3984,"3",6,506
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,153
NA,NA,"1",20.2,NA,NA,NA,408.04,"4",9,36
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,14
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,38
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,6
15,NA,"2",7.04,NA,NA,NA,49.5616,"1",2,305
17,NA,"1",27.72,NA,NA,NA,768.3984,"2",6,572
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,26
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,20
13,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,203
18,NA,"1",NA,NA,NA,NA,137.8276,"4",11,37
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,180
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,10
5,NA,"1",23.96,NA,NA,NA,574.0816,"3",9,22
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,2
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,87
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,350
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,109
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,266
2,NA,"2",NA,NA,NA,NA,137.8276,"2",3,69
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,373
11,NA,"1",21.14,NA,NA,NA,446.8996,"2",6,546
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,241
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,277
NA,NA,NA,8.92,NA,NA,NA,79.5664,"2",4,110
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,462
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,380
0,NA,"3",24.9,NA,NA,NA,NA,"2",6,69
19,NA,"1",24.9,NA,NA,NA,NA,"2",5,452
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,2
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,454
6,NA,"1",26.78,NA,NA,NA,717.1684,"3",7,115
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,34
11,NA,"3",18.32,NA,NA,NA,335.6224,"3",9,56
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,199
NA,NA,"1",-5.18,NA,NA,NA,26.8324,"1",1,30
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,208
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,409
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,259
16,NA,"1",35.24,NA,NA,NA,1241.8576,"3",7,210
5,NA,"2",-0.48,NA,NA,NA,0.2304,"1",1,5
17,NA,"1",20.2,NA,NA,NA,NA,"2",6,850
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,606
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,35
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,513
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,506
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,20
6,NA,"1",3.28,NA,NA,NA,10.7584,"1",3,10
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,390
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,92
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,48
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,191
3,NA,"1",18.32,NA,NA,NA,335.6224,"3",8,6
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,362
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,223
11,NA,"1",6.1,NA,NA,NA,37.21,"1",2,270
NA,NA,"1",5.16,NA,NA,NA,26.6256,"4",11,423
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,209
17,NA,"1",14.56,NA,NA,NA,211.9936,"4",11,498
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,3
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,353
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,119
4,NA,"1",2.34,NA,NA,NA,5.4756,"1",2,1
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,176
4,NA,"2",0.459999999999999,NA,NA,NA,0.211599999999999,"1",3,1
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,278
17,NA,"1",33.36,NA,NA,NA,1112.8896,"3",8,617
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,186
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,196
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,297
3,NA,"1",21.14,NA,NA,NA,446.8996,"3",9,8
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,538
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,136
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,3
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,50
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,306
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,73
2,NA,"2",6.1,NA,NA,NA,37.21,"1",2,12
8,NA,NA,12.68,NA,NA,NA,160.7824,"4",10,99
14,NA,"2",9.86,NA,NA,NA,97.2196,"1",3,88
15,NA,NA,32.42,NA,NA,NA,NA,"3",7,323
18,NA,"3",21.14,NA,NA,NA,446.8996,"2",6,110
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,286
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,371
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,184
17,NA,"1",37.12,NA,NA,NA,1377.8944,"3",7,279
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,365
5,NA,"1",7.04,NA,NA,NA,49.5616,"2",3,26
18,NA,"2",3.28,NA,NA,NA,10.7584,"1",12,125
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,218
2,NA,"1",18.32,NA,NA,NA,335.6224,"4",10,75
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,4
0,NA,"2",18.32,NA,NA,NA,335.6224,"3",9,124
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,254
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,23
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,107
15,NA,"1",7.04,NA,NA,NA,49.5616,"1",2,74
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,161
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,262
9,NA,"1",31.48,NA,NA,NA,990.9904,"2",6,168
18,NA,"1",24.9,NA,NA,NA,620.01,"3",8,483
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,3
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,11
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,108
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,87
12,NA,"1",12.68,NA,NA,NA,160.7824,"4",11,346
20,NA,"1",5.16,NA,NA,NA,26.6256,"1",2,50
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,41
23,NA,"1",5.16,NA,NA,NA,26.6256,"4",12,94
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,183
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,179
4,NA,"2",23.96,NA,NA,NA,574.0816,"2",6,4
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,386
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,162
5,NA,"2",4.22,NA,NA,NA,17.8084,"1",2,2
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,89
7,NA,"3",9.86,NA,NA,NA,97.2196,"1",12,19
15,NA,"2",10.8,NA,NA,NA,116.64,"1",2,162
5,NA,"1",15.5,NA,NA,NA,240.25,"3",9,13
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,367
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,8
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,456
13,NA,"1",7.98,NA,NA,NA,63.6804,"4",12,286
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,33
17,NA,"1",8.92,NA,NA,NA,79.5664,"1",1,197
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,97
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,198
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,71
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,122
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,99
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,7
23,NA,"1",13.62,NA,NA,NA,185.5044,"4",10,131
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,131
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,7
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,18
NA,NA,NA,1.4,NA,NA,NA,NA,"1",1,87
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,88
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,544
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,229
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,219
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,6
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,98
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,141
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,10
19,NA,"1",32.42,NA,NA,NA,1051.0564,"3",7,240
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,10
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,462
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,522
20,NA,"2",-0.48,NA,NA,NA,0.2304,"1",2,63
10,NA,"1",25.84,NA,NA,NA,667.7056,"3",6,302
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,20
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,45
18,NA,"1",7.04,NA,NA,NA,49.5616,"1",12,30
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,36
14,NA,"1",13.62,NA,NA,NA,185.5044,"4",11,274
12,NA,"1",NA,NA,NA,NA,408.04,"1",3,282
17,NA,"1",17.38,NA,NA,NA,302.0644,"1",1,559
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,454
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,71
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,289
1,NA,"3",13.62,NA,NA,NA,185.5044,"1",3,12
19,NA,"1",23.02,NA,NA,NA,529.9204,"3",8,367
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,492
2,NA,"1",4.22,NA,NA,NA,17.8084,"1",2,20
0,NA,"3",1.4,NA,NA,NA,1.96,"1",3,4
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,835
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,8
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,7
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,343
NA,NA,"1",3.28,NA,NA,NA,10.7584,"1",1,4
21,NA,"1",13.62,NA,NA,NA,185.5044,"2",4,145
21,NA,"1",22.08,NA,NA,NA,487.5264,"3",8,280
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,8
22,NA,"3",7.98,NA,NA,NA,63.6804,"2",4,13
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,543
1,NA,"1",16.44,NA,NA,NA,270.2736,"4",12,11
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,226
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,195
8,NA,"2",23.96,NA,NA,NA,574.0816,"3",7,674
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,351
4,NA,"1",7.04,NA,NA,NA,49.5616,"4",11,11
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,241
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,39
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,18
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,373
22,NA,"1",24.9,NA,NA,NA,620.01,"3",8,181
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,2
21,NA,"1",16.44,NA,NA,NA,270.2736,"1",3,173
NA,NA,"2",3.28,NA,NA,NA,NA,"1",3,249
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,105
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,237
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,87
12,NA,"2",28.66,NA,NA,NA,821.3956,"3",8,285
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,7
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,193
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,70
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,893
4,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,3
13,NA,"2",13.62,NA,NA,NA,185.5044,"1",12,188
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,297
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,31
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,48
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,288
17,NA,"1",NA,NA,NA,NA,408.04,"2",3,604
NA,NA,"1",19.26,NA,NA,NA,370.9476,"4",9,40
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,251
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,129
14,NA,"1",6.1,NA,NA,NA,37.21,"1",1,118
8,NA,"2",6.1,NA,NA,NA,37.21,"1",2,498
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,66
21,NA,"1",20.2,NA,NA,NA,408.04,"3",9,312
8,NA,"2",11.74,NA,NA,NA,137.8276,"1",3,218
16,NA,"1",15.5,NA,NA,NA,240.25,"1",3,467
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,219
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,627
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,238
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,261
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,30
14,NA,"1",28.66,NA,NA,NA,821.3956,"2",6,145
11,NA,"3",10.8,NA,NA,NA,116.64,"4",11,32
6,NA,"1",-7.06,NA,NA,NA,49.8436,"1",1,15
6,NA,"2",-0.48,NA,NA,NA,0.2304,"1",3,29
18,NA,"1",18.32,NA,NA,NA,335.6224,"2",5,770
13,NA,"1",34.3,NA,NA,NA,1176.49,"2",6,136
3,NA,"2",0.459999999999999,NA,NA,NA,0.211599999999999,"1",3,1
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,100
2,NA,"1",4.22,NA,NA,NA,17.8084,"4",11,29
8,NA,"1",21.14,NA,NA,NA,446.8996,"3",9,498
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,271
NA,NA,NA,NA,NA,NA,NA,NA,"1",12,2
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,86
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,21
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,177
17,NA,"1",8.92,NA,NA,NA,79.5664,"1",3,354
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,1
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,314
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,265
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,317
6,NA,"1",23.02,NA,NA,NA,529.9204,"3",7,190
10,NA,"1",18.32,NA,NA,NA,335.6224,"2",5,298
2,NA,"3",16.44,NA,NA,NA,270.2736,"1",3,1
NA,NA,"1",23.96,NA,NA,NA,NA,"2",5,304
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,299
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,1
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,532
23,NA,"1",10.8,NA,NA,NA,116.64,"4",11,95
16,NA,"1",20.2,NA,NA,NA,408.04,"2",5,344
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,416
18,NA,"1",6.1,NA,NA,NA,37.21,"1",2,212
16,NA,"2",29.6,NA,NA,NA,876.16,"2",6,427
16,NA,"1",25.84,NA,NA,NA,667.7056,"2",6,438
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,700
8,NA,"2",7.04,NA,NA,NA,49.5616,"2",4,54
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,211
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,124
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,369
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,95
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,157
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,125
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,259
0,NA,"2",5.16,NA,NA,NA,NA,"1",12,9
13,NA,"1",32.42,NA,NA,NA,1051.0564,"3",7,172
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,28
17,NA,"1",9.86,NA,NA,NA,97.2196,"4",11,403
17,NA,"1",10.8,NA,NA,NA,116.64,"4",12,309
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,14
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,143
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,24
12,NA,"2",27.72,NA,NA,NA,768.3984,"3",8,243
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,224
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,10
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,495
8,NA,"1",3.28,NA,NA,NA,10.7584,"4",12,679
15,NA,"1",9.86,NA,NA,NA,97.2196,"1",3,101
4,NA,"1",23.96,NA,NA,NA,574.0816,"3",7,12
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,426
9,NA,"1",26.78,NA,NA,NA,717.1684,"3",8,209
11,NA,"1",1.4,NA,NA,NA,1.96,"1",1,178
8,NA,"1",24.9,NA,NA,NA,620.01,"3",6,540
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,398
3,NA,"2",19.26,NA,NA,NA,370.9476,"2",5,2
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,633
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,129
13,NA,"2",18.32,NA,NA,NA,335.6224,"2",4,169
14,NA,"2",NA,NA,NA,NA,5.4756,"1",1,115
